t_s,mem_util_pct,gpu_util_pct,phase
34.270053002997884,100,99,util_100
34.290804414995364,100,99,util_100
34.31154742700164,100,99,util_100
34.33232313999906,100,99,util_100
34.35337105199869,100,99,util_100
34.374428063994856,100,99,util_100
34.39545307599474,100,99,util_100
34.41638958899421,100,99,util_100
34.437115601002006,100,99,util_100
34.4578689129994,100,99,util_100
34.47870102500019,100,99,util_100
34.49961033700674,100,99,util_100
34.520307148995926,100,99,util_100
34.54115276099765,100,99,util_100
34.56197257300664,100,99,util_100
34.58301268599462,100,99,util_100
34.6037495979981,100,99,util_100
34.62459110999771,100,99,util_100
34.645405821996974,100,99,util_100
34.66615413399995,100,99,util_100
34.686982646002434,100,99,util_100
34.70782855800644,100,99,util_100
34.72856887099624,100,99,util_100
34.749435282996274,100,99,util_100
34.77027579500282,100,99,util_100
34.791092407002,100,99,util_100
34.81190231900837,100,99,util_100
34.8330643310037,100,99,util_100
34.85435084400524,100,99,util_100
34.87550615600776,100,99,util_100
34.896628468995914,100,99,util_100
34.91740758100059,100,99,util_100
34.93823319299554,100,99,util_100
34.959090806005406,100,99,util_100
34.97997171799943,100,99,util_100
35.00081913000031,100,99,util_100
35.02161464300298,100,99,util_100
35.04248095500225,100,99,util_100
35.06327686800796,100,99,util_100
35.08408328000223,100,99,util_100
35.104928892003954,100,99,util_100
35.12578210499487,100,99,util_100
35.146658516998286,100,99,util_100
35.16745823000383,100,99,util_100
35.188307042000815,100,99,util_100
35.20919065400085,100,99,util_100
35.22998486700817,100,99,util_100
35.25063947899616,100,99,util_100
35.27138879199629,100,99,util_100
35.29224420399987,100,99,util_100
35.31334111599426,100,99,util_100
35.33454722899478,100,99,util_100
35.35574184199504,100,99,util_100
35.3766111540026,100,99,util_100
35.39745026700257,100,99,util_100
35.41827577899676,100,99,util_100
35.43904189100431,100,99,util_100
35.460246404007194,100,99,util_100
35.481103116006125,100,99,util_100
35.50208312900213,100,99,util_100
35.52291664099903,100,99,util_100
35.543728354008636,100,99,util_100
35.56454326599487,100,99,util_100
35.585261578002246,100,99,util_100
35.60610999100027,100,99,util_100
